-98.0392 -98.0392 15 -940.593 -918.507
-98.0392 -94.1176 15 -936.104 -897
-98.0392 -90.1961 15 -932.813 -877.697
-98.0392 -86.2745 15 -929.23 -858.433
-98.0392 -82.3529 15 -909.232 -838.199
-98.0392 -78.4314 15 -889.043 -819.106
-98.0392 -74.5098 15 -870.144 -800.295
-98.0392 -70.5882 15 -849.978 -780.5
-98.0392 -66.6667 15 -830.294 -760.781
-98.0392 -62.7451 15 -811.239 -740.983
-98.0392 -58.8235 15 -791.051 -721.371
-98.0392 -54.902 15 -772.115 -700.807
-98.0392 -50.9804 15 -752.453 -682.88
-98.0392 -47.0588 15 -732.933 -662.605
-98.0392 -43.1373 15 -713.024 -642.986
-98.0392 -39.2157 15 -694.152 -624.138
-98.0392 -35.2941 15 -674.702 -604.464
-98.0392 -31.3725 15 -654.554 -584.451
-98.0392 -27.451 15 -635.49 -563.886
-98.0392 -23.5294 15 -615.948 -541.798
-98.0392 -19.6078 15 -596.066 -518.386
-98.0392 -15.6863 15 -576.113 -493.467
-98.0392 -11.7647 15 -555.64 -461.223
-98.0392 -7.84314 15 -534.189 -422.951
-98.0392 -3.92157 15 -510.764 -376.129
-98.0392 0 15 -484.655 -320.208
-98.0392 3.92157 15 -452.981 -270.115
-98.0392 7.84314 15 -399.87 -228.681
-98.0392 11.7647 15 -339.875 -202.341
-98.0392 15.6863 15 -286.648 -169.593
-98.0392 19.6078 15 -241.599 -156.031
-98.0392 23.5294 15 -199.647 -132.049
-98.0392 27.451 15 -170.944 -132.407
-98.0392 31.3725 15 -153.063 -112.481
-98.0392 35.2941 15 -130.72 -103.109
-98.0392 39.2157 0 -122.003 -129.067
-98.0392 43.1373 0 -114.653 -166.873
-98.0392 47.0588 0 -92.8711 -207.41
-98.0392 50.9804 0 -106.614 -263.028
-98.0392 54.902 0 -136.76 -308.82
-98.0392 58.8235 0 -173.404 -345.366
-98.0392 62.7451 0 -227.915 -376.184
-98.0392 66.6667 0 -284.434 -407.798
-98.0392 70.5882 0 -324.691 -433.198
-98.0392 74.5098 0 -356.731 -455.322
-98.0392 78.4314 0 -387.835 -478.008
-98.0392 82.3529 0 -416.464 -500.601
-98.0392 86.2745 0 -440.217 -523.062
-98.0392 90.1961 0 -461.758 -545.762
-98.0392 94.1176 0 -483.71 -568.64
-98.0392 98.0392 0 -506.92 -576.304
-94.1176 -98.0392 15 -937.789 -914.34
-94.1176 -94.1176 15 -932.673 -892.744
-94.1176 -90.1961 15 -928.544 -873.316
-94.1176 -86.2745 15 -924.152 -852.934
-94.1176 -82.3529 15 -905.929 -834.242
-94.1176 -78.4314 15 -884.587 -815.541
-94.1176 -74.5098 15 -865.27 -795.978
-94.1176 -70.5882 15 -846.792 -777.154
-94.1176 -66.6667 15 -826.479 -757.154
-94.1176 -62.7451 15 -806.723 -737.385
-94.1176 -58.8235 15 -787.344 -717.979
-94.1176 -54.902 15 -768.67 -697.644
-94.1176 -50.9804 15 -749.425 -678.779
-94.1176 -47.0588 15 -729.141 -658.817
-94.1176 -43.1373 15 -709.032 -639.809
-94.1176 -39.2157 15 -688.925 -619.789
-94.1176 -35.2941 15 -670.116 -600.304
-94.1176 -31.3725 15 -649.993 -580.514
-94.1176 -27.451 15 -631.645 -559.871
-94.1176 -23.5294 15 -611.072 -538.06
-94.1176 -19.6078 15 -592.236 -514.618
-94.1176 -15.6863 15 -572.618 -488.899
-94.1176 -11.7647 15 -551.726 -457.271
-94.1176 -7.84314 15 -530.215 -418.906
-94.1176 -3.92157 15 -506.724 -358.295
-94.1176 0 15 -480.942 -304.113
-94.1176 3.92157 15 -445.372 -255.752
-94.1176 7.84314 15 -381.269 -214.635
-94.1176 11.7647 15 -321.158 -188.982
-94.1176 15.6863 15 -268.928 -160.787
-94.1176 19.6078 15 -226.086 -141.885
-94.1176 23.5294 15 -188.273 -127.108
-94.1176 27.451 15 -155.165 -124.655
-94.1176 31.3725 15 -140.863 -98.677
-94.1176 35.2941 15 -114.41 -104.144
-94.1176 39.2157 0 -113.514 -132.947
-94.1176 43.1373 0 -103.061 -169.842
-94.1176 47.0588 0 -84.8737 -216.564
-94.1176 50.9804 0 -108.352 -274.029
-94.1176 54.902 0 -140.675 -316.809
-94.1176 58.8235 0 -182.53 -351.573
-94.1176 62.7451 0 -239.328 -382.208
-94.1176 66.6667 0 -292.188 -414.339
-94.1176 70.5882 0 -330.795 -436.725
-94.1176 74.5098 0 -362.772 -458.56
-94.1176 78.4314 0 -393.566 -482.025
-94.1176 82.3529 0 -420.475 -504.154
-94.1176 86.2745 0 -442.185 -525.748
-94.1176 90.1961 0 -465.015 -548.52
-94.1176 94.1176 0 -487.027 -577.643
-94.1176 98.0392 0 -510.268 -585.62
-90.1961 -98.0392 15 -933.064 -910.07
-90.1961 -94.1176 15 -929.048 -889.148
-90.1961 -90.1961 15 -924.841 -870.174
-90.1961 -86.2745 15 -920.125 -851.532
-90.1961 -82.3529 15 -901.814 -830.796
-90.1961 -78.4314 15 -880.007 -811.258
-90.1961 -74.5098 15 -861.57 -791.348
-90.1961 -70.5882 15 -842.325 -772.457
-90.1961 -66.6667 15 -821.926 -752.902
-90.1961 -62.7451 15 -802.57 -733.779
-90.1961 -58.8235 15 -784.188 -713.926
-90.1961 -54.902 15 -765.106 -693.659
-90.1961 -50.9804 15 -743.919 -674.749
-90.1961 -47.0588 15 -724.924 -654.421
-90.1961 -43.1373 15 -705.321 -635.7
-90.1961 -39.2157 15 -684.704 -615.954
-90.1961 -35.2941 15 -665.748 -596.481
-90.1961 -31.3725 15 -646.325 -575.965
-90.1961 -27.451 15 -627.442 -555.791
-90.1961 -23.5294 15 -607.593 -534.228
-90.1961 -19.6078 15 -587.852 -511.038
-90.1961 -15.6863 15 -568.035 -485.204
-90.1961 -11.7647 15 -547.582 -453.262
-90.1961 -7.84314 15 -526.362 -400.229
-90.1961 -3.92157 15 -503.183 -340.047
-90.1961 0 15 -472.916 -286.88
-90.1961 3.92157 15 -425.558 -241.836
-90.1961 7.84314 15 -361.768 -199.996
-90.1961 11.7647 15 -302.881 -171.291
-90.1961 15.6863 15 -251.535 -153.415
-90.1961 19.6078 15 -209.668 -131.063
-90.1961 23.5294 15 -177.295 -122.285
-90.1961 27.451 15 -144.757 -114.974
-90.1961 31.3725 15 -131.708 -93.2069
-90.1961 35.2941 0 -103.569 -106.977
-90.1961 39.2157 0 -108.343 -137.155
-90.1961 43.1373 0 -91.0709 -173.663
-90.1961 47.0588 0 -80.6378 -227.902
-90.1961 50.9804 0 -109.729 -284.478
-90.1961 54.902 0 -143.855 -325.391
-90.1961 58.8235 0 -194.414 -356.958
-90.1961 62.7451 0 -250.682 -387.834
-90.1961 66.6667 0 -300.608 -416.521
-90.1961 70.5882 0 -337.43 -440.652
-90.1961 74.5098 0 -369.487 -462.796
-90.1961 78.4314 0 -400.147 -484.75
-90.1961 82.3529 0 -423.579 -507.306
-90.1961 86.2745 0 -445.67 -529.948
-90.1961 90.1961 0 -467.601 -557.833
-90.1961 94.1176 0 -490.49 -584.808
-90.1961 98.0392 0 -519.809 -592.274
-86.2745 -98.0392 15 -928.611 -906.745
-86.2745 -94.1176 15 -925.053 -884.062
-86.2745 -90.1961 15 -920.91 -865.327
-86.2745 -86.2745 15 -917.785 -847.3
-86.2745 -82.3529 15 -898.098 -826.537
-86.2745 -78.4314 15 -877.399 -808.042
-86.2745 -74.5098 15 -857.267 -788.117
-86.2745 -70.5882 15 -838.199 -769.285
-86.2745 -66.6667 15 -818.834 -749.286
-86.2745 -62.7451 15 -798.574 -728.94
-86.2745 -58.8235 15 -779.608 -709.764
-86.2745 -54.902 15 -760.309 -690.53
-86.2745 -50.9804 15 -741.427 -669.967
-86.2745 -47.0588 15 -721.145 -651.021
-86.2745 -43.1373 15 -701.836 -631.598
-86.2745 -39.2157 15 -681.602 -611.442
-86.2745 -35.2941 15 -663.177 -592.609
-86.2745 -31.3725 15 -642.701 -572.681
-86.2745 -27.451 15 -623.549 -551.988
-86.2745 -23.5294 15 -603.559 -530.817
-86.2745 -19.6078 15 -584.383 -506.988
-86.2745 -15.6863 15 -564.783 -481.355
-86.2745 -11.7647 15 -543.844 -445.331
-86.2745 -7.84314 15 -522.046 -381.109
-86.2745 -3.92157 15 -496.095 -321.474
-86.2745 0 15 -465.087 -269.202
-86.2745 3.92157 15 -406.619 -226.422
-86.2745 7.84314 15 -343.043 -188.617
-86.2745 11.7647 15 -283.658 -155.497
-86.2745 15.6863 15 -232.582 -141.256
-86.2745 19.6078 15 -193.71 -114.75
-86.2745 23.5294 15 -164.092 -113.811
-86.2745 27.451 15 -133.067 -103.404
-86.2745 31.3725 15 -121.654 -85.2512
-86.2745 35.2941 0 -99.0294 -108.677
-86.2745 39.2157 0 -103.418 -140.836
-86.2745 43.1373 0 -75.2574 -182.933
-86.2745 47.0588 0 -80.5483 -240.033
-86.2745 50.9804 0 -111.311 -292.875
-86.2745 54.902 0 -152.566 -331.604
-86.2745 58.8235 0 -205.504 -363.262
-86.2745 62.7451 0 -262.107 -394.707
-86.2745 66.6667 0 -309.654 -420.208
-86.2745 70.5882 0 -343.947 -443.28
-86.2745 74.5098 0 -375.707 -465.029
-86.2745 78.4314 0 -403.136 -487.746
-86.2745 82.3529 0 -426.5 -511.666
-86.2745 86.2745 0 -448.783 -538.747
-86.2745 90.1961 0 -471.625 -569.342
-86.2745 94.1176 0 -500.738 -591.796
-86.2745 98.0392 0 -530.547 -600.722
-82.3529 -98.0392 15 -925.185 -901.168
-82.3529 -94.1176 15 -921.108 -882.352
-82.3529 -90.1961 15 -916.623 -862.281
-82.3529 -86.2745 15 -912.903 -843.051
-82.3529 -82.3529 15 -894.207 -823.059
-82.3529 -78.4314 15 -874.884 -803.15
-82.3529 -74.5098 15 -853.563 -783.247
-82.3529 -70.5882 15 -835.058 -765.2
-82.3529 -66.6667 15 -813.882 -744.592
-82.3529 -62.7451 15 -795.139 -725.683
-82.3529 -58.8235 15 -776.053 -705.272
-82.3529 -54.902 15 -756.418 -686.347
-82.3529 -50.9804 15 -737.411 -666.472
-82.3529 -47.0588 15 -717.242 -647.359
-82.3529 -43.1373 15 -697.972 -627.981
-82.3529 -39.2157 15 -678.529 -608.213
-82.3529 -35.2941 15 -659.019 -588.846
-82.3529 -31.3725 15 -639.593 -568.912
-82.3529 -27.451 15 -619.268 -547.899
-82.3529 -23.5294 15 -600.542 -526.096
-82.3529 -19.6078 15 -580.506 -503.262
-82.3529 -15.6863 15 -560.418 -472.778
-82.3529 -11.7647 15 -540.023 -425.811
-82.3529 -7.84314 15 -514.377 -362.209
-82.3529 -3.92157 15 -488.475 -303.218
-82.3529 0 15 -454.015 -251.84
-82.3529 3.92157 15 -386.917 -209.98
-82.3529 7.84314 15 -323.525 -177.622
-82.3529 11.7647 15 -265.588 -145.115
-82.3529 15.6863 15 -216.023 -131.999
-82.3529 19.6078 15 -175.441 -103.893
-82.3529 23.5294 15 -149.551 -108.712
-82.3529 27.451 15 -125.291 -91.4372
-82.3529 31.3725 15 -104.686 -80.9957
-82.3529 35.2941 0 -95.3006 -109.995
-82.3529 39.2157 0 -88.1554 -144.315
-82.3529 43.1373 0 -68.7583 -194.458
-82.3529 47.0588 0 -83.6095 -250.86
-82.3529 50.9804 0 -113.647 -300.971
-82.3529 54.902 0 -163.289 -337.713
-82.3529 58.8235 0 -217.316 -369.716
-82.3529 62.7451 0 -273.485 -400.126
-82.3529 66.6667 0 -317.108 -423.379
-82.3529 70.5882 0 -348.725 -445.884
-82.3529 74.5098 0 -381.446 -468.138
-82.3529 78.4314 0 -406.745 -491.299
-82.3529 82.3529 0 -429.5 -517.828
-82.3529 86.2745 0 -452.385 -548.286
-82.3529 90.1961 0 -479.677 -575.725
-82.3529 94.1176 0 -511.44 -600.093
-82.3529 98.0392 0 -541.534 -607.794
-78.4314 -98.0392 15 -920.258 -897.159
-78.4314 -94.1176 15 -917.374 -878.33
-78.4314 -90.1961 15 -914.604 -857.795
-78.4314 -86.2745 15 -909.225 -839.058
-78.4314 -82.3529 15 -889.366 -820.011
-78.4314 -78.4314 15 -869.479 -799.571
-78.4314 -74.5098 15 -849.882 -779.269
-78.4314 -70.5882 15 -830.803 -760.418
-78.4314 -66.6667 15 -811.284 -741.895
-78.4314 -62.7451 15 -791.69 -720.715
-78.4314 -58.8235 15 -771.986 -701.589
-78.4314 -54.902 15 -753.311 -682.538
-78.4314 -50.9804 15 -732.843 -663.018
-78.4314 -47.0588 15 -713.641 -643.062
-78.4314 -43.1373 15 -693.706 -623.133
-78.4314 -39.2157 15 -673.706 -603.76
-78.4314 -35.2941 15 -655.042 -585.212
-78.4314 -31.3725 15 -634.749 -564.709
-78.4314 -27.451 15 -615.222 -544.558
-78.4314 -23.5294 15 -596.383 -522.999
-78.4314 -19.6078 15 -576.16 -496.137
-78.4314 -15.6863 15 -556.835 -465.352
-78.4314 -11.7647 15 -532.179 -407.032
-78.4314 -7.84314 15 -507.861 -343.428
-78.4314 -3.92157 15 -480.301 -284.017
-78.4314 0 15 -434.234 -232.949
-78.4314 3.92157 15 -368.032 -194.042
-78.4314 7.84314 15 -304.694 -164.449
-78.4314 11.7647 15 -249.283 -133.437
-78.4314 15.6863 15 -202.074 -122.031
-78.4314 19.6078 15 -161.035 -99.4037
-78.4314 23.5294 15 -135.597 -103.751
-78.4314 27.451 15 -117.151 -75.5876
-78.4314 31.3725 15 -90.8729 -80.9097
-78.4314 35.2941 0 -90.7717 -111.739
-78.4314 39.2157 0 -77.3117 -152.809
-78.4314 43.1373 0 -67.7543 -205.788
-78.4314 47.0588 0 -87.1954 -262.073
-78.4314 50.9804 0 -121.591 -310.037
-78.4314 54.902 0 -173.814 -344.451
-78.4314 58.8235 0 -227.67 -376.38
-78.4314 62.7451 0 -285.313 -403.327
-78.4314 66.6667 0 -324.204 -427.623
-78.4314 70.5882 0 -354.804 -450.111
-78.4314 74.5098 0 -387.084 -471.677
-78.4314 78.4314 0 -410.086 -500.654
-78.4314 82.3529 0 -433.089 -530.393
-78.4314 86.2745 0 -461.914 -559.243
-78.4314 90.1961 0 -492.424 -583.67
-78.4314 94.1176 0 -521.448 -607.719
-78.4314 98.0392 0 -551.785 -616.247
-74.5098 -98.0392 15 -916.874 -894.677
-74.5098 -94.1176 15 -913.386 -874.174
-74.5098 -90.1961 15 -908.947 -853.029
-74.5098 -86.2745 15 -906.184 -835.272
-74.5098 -82.3529 15 -885.675 -815.041
-74.5098 -78.4314 15 -864.87 -795.596
-74.5098 -74.5098 15 -845.966 -776.648
-74.5098 -70.5882 15 -827.299 -756.563
-74.5098 -66.6667 15 -807.372 -737.399
-74.5098 -62.7451 15 -787.512 -717.323
-74.5098 -58.8235 15 -767.875 -698.1
-74.5098 -54.902 15 -748.868 -678.307
-74.5098 -50.9804 15 -729.524 -659.246
-74.5098 -47.0588 15 -709.625 -639.35
-74.5098 -43.1373 15 -690.195 -619.723
-74.5098 -39.2157 15 -671.331 -600.335
-74.5098 -35.2941 15 -651.048 -581.353
-74.5098 -31.3725 15 -630.991 -561.018
-74.5098 -27.451 15 -611.588 -540.059
-74.5098 -23.5294 15 -591.891 -515.043
-74.5098 -19.6078 15 -572.421 -487.862
-74.5098 -15.6863 15 -549.168 -454.758
-74.5098 -11.7647 15 -524.768 -387.241
-74.5098 -7.84314 15 -499.513 -323.806
-74.5098 -3.92157 15 -468.336 -265.921
-74.5098 0 15 -414.97 -216.313
-74.5098 3.92157 15 -348.495 -175.796
-74.5098 7.84314 15 -286.79 -149.904
-74.5098 11.7647 15 -233.158 -125.605
-74.5098 15.6863 15 -188.732 -105.058
-74.5098 19.6078 15 -150.492 -95.6619
-74.5098 23.5294 15 -118.265 -88.5026
-74.5098 27.451 15 -107.298 -69.1102
-74.5098 31.3725 15 -85.3849 -83.9614
-74.5098 35.2941 0 -80.3596 -114.062
-74.5098 39.2157 0 -70.6963 -163.807
-74.5098 43.1373 0 -67.8057 -217.33
-74.5098 47.0588 0 -90.5843 -273.226
-74.5098 50.9804 0 -131.851 -318.078
-74.5098 54.902 0 -184.493 -349.47
-74.5098 58.8235 0 -239.673 -382.377
-74.5098 62.7451 0 -293.079 -407.293
-74.5098 66.6667 0 -329.831 -430.284
-74.5098 70.5882 0 -361.704 -453.227
-74.5098 74.5098 0 -390.232 -479.694
-74.5098 78.4314 0 -413.33 -511.254
-74.5098 82.3529 0 -440.924 -541.827
-74.5098 86.2745 0 -473.459 -567.649
-74.5098 90.1961 0 -503.306 -590.833
-74.5098 94.1176 0 -533.977 -614.893
-74.5098 98.0392 0 -559.719 -622.451
-70.5882 -98.0392 15 -913.445 -890.552
-70.5882 -94.1176 15 -909.496 -868.545
-70.5882 -90.1961 15 -905.089 -849.923
